ZIP CODE,STATE,MSA1,MSA2,MSA3
65623,MO,MO NONMETROPOLITAN AREA,,
65624,MO,MO NONMETROPOLITAN AREA,,
65625,MO,MO NONMETROPOLITAN AREA,,
65626,MO,MO NONMETROPOLITAN AREA,,
65627,MO,MO NONMETROPOLITAN AREA,,
65629,MO,Springfield,,
65630,MO,Springfield,,
65631,MO,Springfield,,
65632,MO,MO NONMETROPOLITAN AREA,,
65633,MO,MO NONMETROPOLITAN AREA,,
65634,MO,MO NONMETROPOLITAN AREA,,
65635,MO,MO NONMETROPOLITAN AREA,,
65636,MO,Springfield,,
65637,MO,MO NONMETROPOLITAN AREA,,
65638,MO,MO NONMETROPOLITAN AREA,,
65640,MO,Springfield,,
65641,MO,MO NONMETROPOLITAN AREA,,
65644,MO,Springfield,,
65645,MO,Springfield,,
65646,MO,MO NONMETROPOLITAN AREA,,
65647,MO,MO NONMETROPOLITAN AREA,,
65648,MO,Springfield,,
65649,MO,Springfield,,
65650,MO,Springfield,,
65652,MO,Springfield,,
65653,MO,MO NONMETROPOLITAN AREA,,
65654,MO,MO NONMETROPOLITAN AREA,,
65655,MO,MO NONMETROPOLITAN AREA,,
65656,MO,MO NONMETROPOLITAN AREA,,
65657,MO,Springfield,,
65658,MO,MO NONMETROPOLITAN AREA,,
65659,MO,Springfield,,
65660,MO,MO NONMETROPOLITAN AREA,,
65661,MO,MO NONMETROPOLITAN AREA,,
65662,MO,MO NONMETROPOLITAN AREA,,
65663,MO,Springfield,,
65664,MO,MO NONMETROPOLITAN AREA,,
65666,MO,MO NONMETROPOLITAN AREA,,
65667,MO,MO NONMETROPOLITAN AREA,,
65668,MO,MO NONMETROPOLITAN AREA,,
65669,MO,Springfield,,
65672,MO,MO NONMETROPOLITAN AREA,,
65673,MO,MO NONMETROPOLITAN AREA,,
65674,MO,Springfield,,
65675,MO,MO NONMETROPOLITAN AREA,,
65676,MO,MO NONMETROPOLITAN AREA,,
65679,MO,MO NONMETROPOLITAN AREA,,
65680,MO,MO NONMETROPOLITAN AREA,,
65681,MO,MO NONMETROPOLITAN AREA,,
65682,MO,MO NONMETROPOLITAN AREA,,
65685,MO,Springfield,,
65686,MO,MO NONMETROPOLITAN AREA,,
65688,MO,MO NONMETROPOLITAN AREA,,
65689,MO,MO NONMETROPOLITAN AREA,,
65690,MO,MO NONMETROPOLITAN AREA,,
65692,MO,MO NONMETROPOLITAN AREA,,
65701,MO,MO NONMETROPOLITAN AREA,,
65702,MO,MO NONMETROPOLITAN AREA,,
65704,MO,MO NONMETROPOLITAN AREA,,
65705,MO,MO NONMETROPOLITAN AREA,,
65706,MO,Springfield,,
65707,MO,MO NONMETROPOLITAN AREA,,
65708,MO,MO NONMETROPOLITAN AREA,,
65710,MO,Springfield,,
65711,MO,MO NONMETROPOLITAN AREA,,
65712,MO,MO NONMETROPOLITAN AREA,,
65713,MO,Springfield,,
65714,MO,Springfield,,
65715,MO,MO NONMETROPOLITAN AREA,,
65717,MO,MO NONMETROPOLITAN AREA,,
65720,MO,Springfield,,
65721,MO,Springfield,,
65722,MO,MO NONMETROPOLITAN AREA,,
65723,MO,MO NONMETROPOLITAN AREA,,
65724,MO,MO NONMETROPOLITAN AREA,,
65725,MO,Springfield,,
65726,MO,MO NONMETROPOLITAN AREA,,
65727,MO,Springfield,,
65728,MO,MO NONMETROPOLITAN AREA,,
65729,MO,MO NONMETROPOLITAN AREA,,
65730,MO,Fayetteville,Springdale,Rogers
65731,MO,MO NONMETROPOLITAN AREA,,
65732,MO,MO NONMETROPOLITAN AREA,,
65733,MO,MO NONMETROPOLITAN AREA,,
65734,MO,MO NONMETROPOLITAN AREA,,
65735,MO,MO NONMETROPOLITAN AREA,,
65737,MO,MO NONMETROPOLITAN AREA,,
65738,MO,Springfield,,
65739,MO,MO NONMETROPOLITAN AREA,,
65740,MO,MO NONMETROPOLITAN AREA,,
65741,MO,MO NONMETROPOLITAN AREA,,
65742,MO,Springfield,,
65744,MO,MO NONMETROPOLITAN AREA,,
65745,MO,MO NONMETROPOLITAN AREA,,
65746,MO,Springfield,,
65747,MO,MO NONMETROPOLITAN AREA,,
65752,MO,MO NONMETROPOLITAN AREA,,
65753,MO,Springfield,,
65754,MO,Springfield,,
65755,MO,MO NONMETROPOLITAN AREA,,
65756,MO,MO NONMETROPOLITAN AREA,,
65757,MO,Springfield,,
65759,MO,MO NONMETROPOLITAN AREA,,
65760,MO,MO NONMETROPOLITAN AREA,,
65761,MO,MO NONMETROPOLITAN AREA,,
65762,MO,MO NONMETROPOLITAN AREA,,
65764,MO,Springfield,,
65765,MO,Springfield,,
65766,MO,MO NONMETROPOLITAN AREA,,
65767,MO,Springfield,,
65768,MO,MO NONMETROPOLITAN AREA,,
65769,MO,MO NONMETROPOLITAN AREA,,
65770,MO,Springfield,,
65771,MO,MO NONMETROPOLITAN AREA,,
65772,MO,MO NONMETROPOLITAN AREA,,
65773,MO,MO NONMETROPOLITAN AREA,,
65774,MO,MO NONMETROPOLITAN AREA,,
65775,MO,MO NONMETROPOLITAN AREA,,
65776,MO,MO NONMETROPOLITAN AREA,,
65777,MO,MO NONMETROPOLITAN AREA,,
65778,MO,MO NONMETROPOLITAN AREA,,
65779,MO,MO NONMETROPOLITAN AREA,,
65781,MO,Springfield,,
65783,MO,Springfield,,
65784,MO,MO NONMETROPOLITAN AREA,,
65785,MO,MO NONMETROPOLITAN AREA,,
65786,MO,MO NONMETROPOLITAN AREA,,
65787,MO,MO NONMETROPOLITAN AREA,,
65788,MO,MO NONMETROPOLITAN AREA,,
65789,MO,MO NONMETROPOLITAN AREA,,
65790,MO,MO NONMETROPOLITAN AREA,,
65791,MO,MO NONMETROPOLITAN AREA,,
65793,MO,MO NONMETROPOLITAN AREA,,
65801,MO,Springfield,,
65802,MO,Springfield,,
65803,MO,Springfield,,
65804,MO,Springfield,,
65805,MO,Springfield,,
65806,MO,Springfield,,
65807,MO,Springfield,,
65808,MO,Springfield,,
65809,MO,Springfield,,
65810,MO,Springfield,,
65814,MO,Springfield,,
65817,MO,Springfield,,
65890,MO,Springfield,,
65897,MO,Springfield,,
65898,MO,Springfield,,
65899,MO,Springfield,,
66002,KS,KS NONMETROPOLITAN AREA,,
66006,KS,Lawrence,,
66007,KS,Kansas City,,
66008,KS,St. Joseph,,
66010,KS,Kansas City,,
66012,KS,Kansas City,,
66013,KS,Kansas City,,
66014,KS,Kansas City,,
66015,KS,KS NONMETROPOLITAN AREA,,
66016,KS,KS NONMETROPOLITAN AREA,,
66017,KS,St. Joseph,,
66018,KS,Kansas City,,
66019,KS,Kansas City,,
66020,KS,Kansas City,,
66021,KS,Kansas City,,
66023,KS,KS NONMETROPOLITAN AREA,,
66024,KS,St. Joseph,,
66025,KS,Lawrence,,
66026,KS,Kansas City,,
66027,KS,Kansas City,,
66030,KS,Kansas City,,
66031,KS,Kansas City,,
66032,KS,KS NONMETROPOLITAN AREA,,
66033,KS,KS NONMETROPOLITAN AREA,,
66035,KS,St. Joseph,,
66036,KS,Kansas City,,
66039,KS,KS NONMETROPOLITAN AREA,,
66040,KS,Kansas City,,
66041,KS,KS NONMETROPOLITAN AREA,,
66042,KS,Kansas City,,
66043,KS,Kansas City,,
66044,KS,Lawrence,,
66045,KS,Lawrence,,
66046,KS,Lawrence,,
66047,KS,Lawrence,,
66048,KS,Kansas City,,
66049,KS,Lawrence,,
66050,KS,Lawrence,,
66051,KS,Kansas City,,
66052,KS,Kansas City,,
66053,KS,Kansas City,,
66054,KS,Topeka,,
66056,KS,Kansas City,,
66058,KS,KS NONMETROPOLITAN AREA,,
66060,KS,Topeka,,
66061,KS,Kansas City,,
66062,KS,Kansas City,,
66063,KS,Kansas City,,
66064,KS,Kansas City,,
66066,KS,Topeka,,
66067,KS,Kansas City,,
66070,KS,Topeka,,
66071,KS,Kansas City,,
66072,KS,Kansas City,,
66073,KS,Topeka,,
66075,KS,Kansas City,,
66076,KS,Kansas City,,
66077,KS,KS NONMETROPOLITAN AREA,,
66078,KS,Kansas City,,
66079,KS,Kansas City,,
66080,KS,Kansas City,,
66083,KS,Kansas City,,
66085,KS,Kansas City,,
66086,KS,Kansas City,,
66087,KS,St. Joseph,,
66088,KS,Topeka,,
66090,KS,St. Joseph,,
66091,KS,KS NONMETROPOLITAN AREA,,
66092,KS,Kansas City,,
66093,KS,KS NONMETROPOLITAN AREA,,
66094,KS,St. Joseph,,
66095,KS,Kansas City,,
66097,KS,Topeka,,
66101,KS,Kansas City,,
66102,KS,Kansas City,,
66103,KS,Kansas City,,
66104,KS,Kansas City,,
66105,KS,Kansas City,,
66106,KS,Kansas City,,
66109,KS,Kansas City,,
66110,KS,Kansas City,,
66111,KS,Kansas City,,
66112,KS,Kansas City,,
66113,KS,Kansas City,,
66115,KS,Kansas City,,
66117,KS,Kansas City,,
66118,KS,Kansas City,,
66119,KS,Kansas City,,
66160,KS,Kansas City,,
66201,KS,Kansas City,,
66202,KS,Kansas City,,
66203,KS,Kansas City,,
66204,KS,Kansas City,,
66205,KS,Kansas City,,
66206,KS,Kansas City,,
66207,KS,Kansas City,,
66208,KS,Kansas City,,
66209,KS,Kansas City,,
66210,KS,Kansas City,,
66211,KS,Kansas City,,
66212,KS,Kansas City,,
66213,KS,Kansas City,,
66214,KS,Kansas City,,
66215,KS,Kansas City,,
66216,KS,Kansas City,,
66217,KS,Kansas City,,
66218,KS,Kansas City,,
66219,KS,Kansas City,,
66220,KS,Kansas City,,
66221,KS,Kansas City,,
66222,KS,Kansas City,,
66223,KS,Kansas City,,
66224,KS,Kansas City,,
66225,KS,Kansas City,,
66226,KS,Kansas City,,
66227,KS,Kansas City,,
66250,KS,Kansas City,,
66251,KS,Kansas City,,
66276,KS,Kansas City,,
66279,KS,Kansas City,,
66282,KS,Kansas City,,
66283,KS,Kansas City,,
66285,KS,Kansas City,,
66286,KS,Kansas City,,
66401,KS,Topeka,,
66402,KS,Topeka,,
66403,KS,KS NONMETROPOLITAN AREA,,
66404,KS,KS NONMETROPOLITAN AREA,,
66406,KS,KS NONMETROPOLITAN AREA,,
66407,KS,Manhattan,,
66408,KS,KS NONMETROPOLITAN AREA,,
66409,KS,Topeka,,
66411,KS,KS NONMETROPOLITAN AREA,,
66412,KS,KS NONMETROPOLITAN AREA,,
66413,KS,Topeka,,
66414,KS,Topeka,,
66415,KS,KS NONMETROPOLITAN AREA,,
66416,KS,Topeka,,
66417,KS,KS NONMETROPOLITAN AREA,,
66418,KS,Topeka,,
66419,KS,Topeka,,
66420,KS,Topeka,,
66422,KS,Manhattan,,
66423,KS,Topeka,,
66424,KS,KS NONMETROPOLITAN AREA,,
66425,KS,KS NONMETROPOLITAN AREA,,
66426,KS,Manhattan,,
66427,KS,KS NONMETROPOLITAN AREA,,
66428,KS,KS NONMETROPOLITAN AREA,,
66429,KS,Topeka,,
66431,KS,Topeka,,
66432,KS,Manhattan,,
66434,KS,KS NONMETROPOLITAN AREA,,
66436,KS,Topeka,,
66438,KS,KS NONMETROPOLITAN AREA,,
66439,KS,KS NONMETROPOLITAN AREA,,
66440,KS,Topeka,,
66441,KS,Manhattan,,
66442,KS,Manhattan,,
66449,KS,Manhattan,,
66450,KS,KS NONMETROPOLITAN AREA,,
66451,KS,Topeka,,
66501,KS,Topeka,,
66502,KS,Manhattan,,
66503,KS,Manhattan,,
66505,KS,Manhattan,,
66506,KS,Manhattan,,
66507,KS,Topeka,,
66508,KS,KS NONMETROPOLITAN AREA,,
66509,KS,Topeka,,
66510,KS,Topeka,,
66512,KS,Topeka,,
66514,KS,Manhattan,,
66515,KS,KS NONMETROPOLITAN AREA,,
66516,KS,Topeka,,
66517,KS,Manhattan,,
66518,KS,KS NONMETROPOLITAN AREA,,
66520,KS,Manhattan,,
66521,KS,Manhattan,,
66522,KS,KS NONMETROPOLITAN AREA,,
66523,KS,Topeka,,
66524,KS,Topeka,,
66526,KS,Topeka,,
66527,KS,KS NONMETROPOLITAN AREA,,
66528,KS,Topeka,,
66531,KS,Manhattan,,
66532,KS,KS NONMETROPOLITAN AREA,,
66533,KS,Topeka,,
66534,KS,KS NONMETROPOLITAN AREA,,
66535,KS,Manhattan,,
66536,KS,Manhattan,,
66537,KS,Topeka,,
66538,KS,KS NONMETROPOLITAN AREA,,
66539,KS,Topeka,,
66540,KS,Topeka,,
66541,KS,KS NONMETROPOLITAN AREA,,
66542,KS,Topeka,,
66543,KS,Topeka,,
66544,KS,KS NONMETROPOLITAN AREA,,
66546,KS,Topeka,,
66547,KS,Manhattan,,
66548,KS,KS NONMETROPOLITAN AREA,,
66549,KS,Manhattan,,
66550,KS,KS NONMETROPOLITAN AREA,,
66551,KS,KS NONMETROPOLITAN AREA,,
66552,KS,Topeka,,
66554,KS,Manhattan,,
66555,KS,KS NONMETROPOLITAN AREA,,
66601,KS,Topeka,,
66603,KS,Topeka,,
66604,KS,Topeka,,
66605,KS,Topeka,,
66606,KS,Topeka,,
66607,KS,Topeka,,
66608,KS,Topeka,,
66609,KS,Topeka,,
66610,KS,Topeka,,
66611,KS,Topeka,,
66612,KS,Topeka,,
66614,KS,Topeka,,
66615,KS,Topeka,,
66616,KS,Topeka,,
66617,KS,Topeka,,
66618,KS,Topeka,,
66619,KS,Topeka,,
66620,KS,Topeka,,
66621,KS,Topeka,,
66622,KS,Topeka,,
66624,KS,Topeka,,
66625,KS,Topeka,,
66626,KS,Topeka,,
66628,KS,Topeka,,
66629,KS,Topeka,,
66634,KS,Topeka,,
66636,KS,Topeka,,
66637,KS,Topeka,,
66638,KS,Topeka,,
66642,KS,Topeka,,
66647,KS,Topeka,,
66652,KS,Topeka,,
66653,KS,Topeka,,
66658,KS,Topeka,,
66667,KS,Topeka,,
66675,KS,Topeka,,
66683,KS,Topeka,,
66686,KS,Topeka,,
66692,KS,Topeka,,
66699,KS,Topeka,,
66701,KS,KS NONMETROPOLITAN AREA,,
66710,KS,KS NONMETROPOLITAN AREA,,
66711,KS,KS NONMETROPOLITAN AREA,,
66712,KS,KS NONMETROPOLITAN AREA,,
66713,KS,KS NONMETROPOLITAN AREA,,
66714,KS,KS NONMETROPOLITAN AREA,,
66716,KS,KS NONMETROPOLITAN AREA,,
66717,KS,KS NONMETROPOLITAN AREA,,
66720,KS,KS NONMETROPOLITAN AREA,,
66724,KS,KS NONMETROPOLITAN AREA,,
66725,KS,KS NONMETROPOLITAN AREA,,
66727,KS,KS NONMETROPOLITAN AREA,,
66728,KS,KS NONMETROPOLITAN AREA,,
66732,KS,KS NONMETROPOLITAN AREA,,
66733,KS,KS NONMETROPOLITAN AREA,,
66734,KS,KS NONMETROPOLITAN AREA,,
66735,KS,KS NONMETROPOLITAN AREA,,
66736,KS,KS NONMETROPOLITAN AREA,,
66738,KS,KS NONMETROPOLITAN AREA,,
66739,KS,KS NONMETROPOLITAN AREA,,
66740,KS,KS NONMETROPOLITAN AREA,,
66741,KS,KS NONMETROPOLITAN AREA,,
66742,KS,KS NONMETROPOLITAN AREA,,
66743,KS,KS NONMETROPOLITAN AREA,,
66746,KS,KS NONMETROPOLITAN AREA,,
66748,KS,KS NONMETROPOLITAN AREA,,
66749,KS,KS NONMETROPOLITAN AREA,,
66751,KS,KS NONMETROPOLITAN AREA,,
66753,KS,KS NONMETROPOLITAN AREA,,
66754,KS,KS NONMETROPOLITAN AREA,,
66755,KS,KS NONMETROPOLITAN AREA,,
66756,KS,KS NONMETROPOLITAN AREA,,
66757,KS,KS NONMETROPOLITAN AREA,,
66758,KS,KS NONMETROPOLITAN AREA,,
66759,KS,KS NONMETROPOLITAN AREA,,
66760,KS,KS NONMETROPOLITAN AREA,,
66761,KS,KS NONMETROPOLITAN AREA,,
66762,KS,KS NONMETROPOLITAN AREA,,
66763,KS,KS NONMETROPOLITAN AREA,,
66767,KS,Kansas City,,
66769,KS,KS NONMETROPOLITAN AREA,,
66770,KS,KS NONMETROPOLITAN AREA,,
66771,KS,KS NONMETROPOLITAN AREA,,
66772,KS,KS NONMETROPOLITAN AREA,,
66773,KS,KS NONMETROPOLITAN AREA,,
66775,KS,KS NONMETROPOLITAN AREA,,
66776,KS,KS NONMETROPOLITAN AREA,,
66777,KS,KS NONMETROPOLITAN AREA,,
66778,KS,KS NONMETROPOLITAN AREA,,
66779,KS,KS NONMETROPOLITAN AREA,,
66780,KS,KS NONMETROPOLITAN AREA,,
66781,KS,KS NONMETROPOLITAN AREA,,
66782,KS,KS NONMETROPOLITAN AREA,,
66783,KS,KS NONMETROPOLITAN AREA,,
66801,KS,KS NONMETROPOLITAN AREA,,
66830,KS,KS NONMETROPOLITAN AREA,,
66833,KS,KS NONMETROPOLITAN AREA,,
66834,KS,Topeka,,
66835,KS,KS NONMETROPOLITAN AREA,,
66838,KS,KS NONMETROPOLITAN AREA,,
66839,KS,KS NONMETROPOLITAN AREA,,
66840,KS,KS NONMETROPOLITAN AREA,,
66842,KS,Wichita,,
66843,KS,KS NONMETROPOLITAN AREA,,
66845,KS,KS NONMETROPOLITAN AREA,,
66846,KS,KS NONMETROPOLITAN AREA,,
66849,KS,KS NONMETROPOLITAN AREA,,
66850,KS,KS NONMETROPOLITAN AREA,,
66851,KS,KS NONMETROPOLITAN AREA,,
66852,KS,KS NONMETROPOLITAN AREA,,
66853,KS,KS NONMETROPOLITAN AREA,,
66854,KS,KS NONMETROPOLITAN AREA,,
66855,KS,KS NONMETROPOLITAN AREA,,
66856,KS,KS NONMETROPOLITAN AREA,,
66857,KS,KS NONMETROPOLITAN AREA,,
66858,KS,KS NONMETROPOLITAN AREA,,
66859,KS,KS NONMETROPOLITAN AREA,,
66860,KS,KS NONMETROPOLITAN AREA,,
66861,KS,KS NONMETROPOLITAN AREA,,
66862,KS,KS NONMETROPOLITAN AREA,,
66863,KS,KS NONMETROPOLITAN AREA,,
66864,KS,KS NONMETROPOLITAN AREA,,
66865,KS,KS NONMETROPOLITAN AREA,,
66866,KS,KS NONMETROPOLITAN AREA,,
66868,KS,KS NONMETROPOLITAN AREA,,
66869,KS,KS NONMETROPOLITAN AREA,,
66870,KS,KS NONMETROPOLITAN AREA,,
66871,KS,KS NONMETROPOLITAN AREA,,
66872,KS,KS NONMETROPOLITAN AREA,,
66873,KS,KS NONMETROPOLITAN AREA,,
66901,KS,KS NONMETROPOLITAN AREA,,
66930,KS,KS NONMETROPOLITAN AREA,,
66932,KS,KS NONMETROPOLITAN AREA,,
66933,KS,KS NONMETROPOLITAN AREA,,
66935,KS,KS NONMETROPOLITAN AREA,,
66936,KS,KS NONMETROPOLITAN AREA,,
66937,KS,KS NONMETROPOLITAN AREA,,
66938,KS,KS NONMETROPOLITAN AREA,,
66939,KS,KS NONMETROPOLITAN AREA,,
66940,KS,KS NONMETROPOLITAN AREA,,
66941,KS,KS NONMETROPOLITAN AREA,,
66942,KS,KS NONMETROPOLITAN AREA,,
66943,KS,KS NONMETROPOLITAN AREA,,
66944,KS,KS NONMETROPOLITAN AREA,,
66945,KS,KS NONMETROPOLITAN AREA,,
66946,KS,KS NONMETROPOLITAN AREA,,
66948,KS,KS NONMETROPOLITAN AREA,,
66949,KS,KS NONMETROPOLITAN AREA,,
66951,KS,KS NONMETROPOLITAN AREA,,
66952,KS,KS NONMETROPOLITAN AREA,,
66953,KS,KS NONMETROPOLITAN AREA,,
66955,KS,KS NONMETROPOLITAN AREA,,
66956,KS,KS NONMETROPOLITAN AREA,,
66958,KS,KS NONMETROPOLITAN AREA,,
66959,KS,KS NONMETROPOLITAN AREA,,
66960,KS,KS NONMETROPOLITAN AREA,,
66961,KS,KS NONMETROPOLITAN AREA,,
66962,KS,KS NONMETROPOLITAN AREA,,
66963,KS,KS NONMETROPOLITAN AREA,,
66964,KS,KS NONMETROPOLITAN AREA,,
66966,KS,KS NONMETROPOLITAN AREA,,
66967,KS,KS NONMETROPOLITAN AREA,,
66968,KS,KS NONMETROPOLITAN AREA,,
66970,KS,KS NONMETROPOLITAN AREA,,
67001,KS,Wichita,,
67002,KS,Wichita,,
67003,KS,KS NONMETROPOLITAN AREA,,
67004,KS,Wichita,,
67005,KS,KS NONMETROPOLITAN AREA,,
67008,KS,KS NONMETROPOLITAN AREA,,
67009,KS,KS NONMETROPOLITAN AREA,,
67010,KS,Wichita,,
67012,KS,Wichita,,
67013,KS,Wichita,,
67016,KS,Wichita,,
67017,KS,Wichita,,
67018,KS,KS NONMETROPOLITAN AREA,,
67019,KS,KS NONMETROPOLITAN AREA,,
67020,KS,Wichita,,
67021,KS,KS NONMETROPOLITAN AREA,,
67022,KS,Wichita,,
67023,KS,KS NONMETROPOLITAN AREA,,
67024,KS,KS NONMETROPOLITAN AREA,,
67025,KS,Wichita,,
67026,KS,Wichita,,
67028,KS,KS NONMETROPOLITAN AREA,,
67029,KS,KS NONMETROPOLITAN AREA,,
67030,KS,Wichita,,
67031,KS,Wichita,,
67035,KS,KS NONMETROPOLITAN AREA,,
67036,KS,KS NONMETROPOLITAN AREA,,
67037,KS,Wichita,,
67038,KS,KS NONMETROPOLITAN AREA,,
67039,KS,Wichita,,
67041,KS,Wichita,,
67042,KS,Wichita,,
67045,KS,KS NONMETROPOLITAN AREA,,
67047,KS,KS NONMETROPOLITAN AREA,,
67049,KS,KS NONMETROPOLITAN AREA,,
67050,KS,Wichita,,
67051,KS,Wichita,,
67052,KS,Wichita,,
67053,KS,KS NONMETROPOLITAN AREA,,
67054,KS,KS NONMETROPOLITAN AREA,,
67055,KS,Wichita,,
67056,KS,Wichita,,
67057,KS,KS NONMETROPOLITAN AREA,,
67058,KS,KS NONMETROPOLITAN AREA,,
67059,KS,KS NONMETROPOLITAN AREA,,
67060,KS,Wichita,,
67061,KS,KS NONMETROPOLITAN AREA,,
67062,KS,Wichita,,
67063,KS,KS NONMETROPOLITAN AREA,,
67065,KS,KS NONMETROPOLITAN AREA,,
67066,KS,KS NONMETROPOLITAN AREA,,
67067,KS,Wichita,,
67068,KS,KS NONMETROPOLITAN AREA,,
67070,KS,KS NONMETROPOLITAN AREA,,
67071,KS,KS NONMETROPOLITAN AREA,,
67072,KS,Wichita,,
67073,KS,KS NONMETROPOLITAN AREA,,
67074,KS,Wichita,,
67101,KS,Wichita,,
67102,KS,KS NONMETROPOLITAN AREA,,
67103,KS,Wichita,,
67104,KS,KS NONMETROPOLITAN AREA,,
67105,KS,Wichita,,
67106,KS,Wichita,,
67107,KS,KS NONMETROPOLITAN AREA,,
67108,KS,Wichita,,
67109,KS,KS NONMETROPOLITAN AREA,,
67110,KS,Wichita,,
67111,KS,KS NONMETROPOLITAN AREA,,
67112,KS,KS NONMETROPOLITAN AREA,,
67114,KS,Wichita,,
67117,KS,Wichita,,
67118,KS,KS NONMETROPOLITAN AREA,,
67119,KS,Wichita,,
67120,KS,Wichita,,
67122,KS,KS NONMETROPOLITAN AREA,,
67123,KS,Wichita,,
67124,KS,KS NONMETROPOLITAN AREA,,
67127,KS,KS NONMETROPOLITAN AREA,,
67128,KS,KS NONMETROPOLITAN AREA,,
67131,KS,KS NONMETROPOLITAN AREA,,
67132,KS,Wichita,,
67133,KS,Wichita,,
67134,KS,KS NONMETROPOLITAN AREA,,
67135,KS,Wichita,,
67137,KS,KS NONMETROPOLITAN AREA,,
67138,KS,KS NONMETROPOLITAN AREA,,
67140,KS,Wichita,,
67142,KS,KS NONMETROPOLITAN AREA,,
67143,KS,KS NONMETROPOLITAN AREA,,
67144,KS,Wichita,,
67146,KS,KS NONMETROPOLITAN AREA,,
67147,KS,Wichita,,
67149,KS,Wichita,,
67150,KS,KS NONMETROPOLITAN AREA,,
67151,KS,Wichita,,
67152,KS,Wichita,,
67154,KS,Wichita,,
67155,KS,KS NONMETROPOLITAN AREA,,
67156,KS,KS NONMETROPOLITAN AREA,,
67159,KS,KS NONMETROPOLITAN AREA,,
67201,KS,Wichita,,
67202,KS,Wichita,,
67203,KS,Wichita,,
67204,KS,Wichita,,
67205,KS,Wichita,,
67206,KS,Wichita,,
67207,KS,Wichita,,
67208,KS,Wichita,,
67209,KS,Wichita,,
67210,KS,Wichita,,
67211,KS,Wichita,,
67212,KS,Wichita,,
67213,KS,Wichita,,
67214,KS,Wichita,,
67215,KS,Wichita,,
67216,KS,Wichita,,
67217,KS,Wichita,,
67218,KS,Wichita,,
67219,KS,Wichita,,
67220,KS,Wichita,,
67221,KS,Wichita,,
67223,KS,Wichita,,
67226,KS,Wichita,,
67227,KS,Wichita,,
67228,KS,Wichita,,
67230,KS,Wichita,,
67231,KS,Wichita,,
67232,KS,Wichita,,
67233,KS,Wichita,,
67235,KS,Wichita,,
67236,KS,Wichita,,
67251,KS,Wichita,,
67256,KS,Wichita,,
67257,KS,Wichita,,
67259,KS,Wichita,,
67260,KS,Wichita,,
67275,KS,Wichita,,
67276,KS,Wichita,,
67277,KS,Wichita,,
67278,KS,Wichita,,
67301,KS,KS NONMETROPOLITAN AREA,,
67330,KS,KS NONMETROPOLITAN AREA,,
67332,KS,KS NONMETROPOLITAN AREA,,
67333,KS,KS NONMETROPOLITAN AREA,,
67334,KS,KS NONMETROPOLITAN AREA,,
67335,KS,KS NONMETROPOLITAN AREA,,
67336,KS,KS NONMETROPOLITAN AREA,,
67337,KS,KS NONMETROPOLITAN AREA,,
67340,KS,KS NONMETROPOLITAN AREA,,
67341,KS,KS NONMETROPOLITAN AREA,,
67342,KS,KS NONMETROPOLITAN AREA,,
67344,KS,KS NONMETROPOLITAN AREA,,
67345,KS,KS NONMETROPOLITAN AREA,,
67346,KS,KS NONMETROPOLITAN AREA,,
67347,KS,KS NONMETROPOLITAN AREA,,
67349,KS,KS NONMETROPOLITAN AREA,,
67351,KS,KS NONMETROPOLITAN AREA,,
67352,KS,KS NONMETROPOLITAN AREA,,
67353,KS,KS NONMETROPOLITAN AREA,,
67354,KS,KS NONMETROPOLITAN AREA,,
67355,KS,KS NONMETROPOLITAN AREA,,
67356,KS,KS NONMETROPOLITAN AREA,,
67357,KS,KS NONMETROPOLITAN AREA,,
67360,KS,KS NONMETROPOLITAN AREA,,
67361,KS,KS NONMETROPOLITAN AREA,,
67363,KS,KS NONMETROPOLITAN AREA,,
67364,KS,KS NONMETROPOLITAN AREA,,
67401,KS,KS NONMETROPOLITAN AREA,,
67402,KS,KS NONMETROPOLITAN AREA,,
67410,KS,KS NONMETROPOLITAN AREA,,
67416,KS,KS NONMETROPOLITAN AREA,,
67417,KS,KS NONMETROPOLITAN AREA,,
67418,KS,KS NONMETROPOLITAN AREA,,
67420,KS,KS NONMETROPOLITAN AREA,,
67422,KS,KS NONMETROPOLITAN AREA,,
67423,KS,KS NONMETROPOLITAN AREA,,
67425,KS,KS NONMETROPOLITAN AREA,,
67427,KS,KS NONMETROPOLITAN AREA,,
67428,KS,KS NONMETROPOLITAN AREA,,
67430,KS,KS NONMETROPOLITAN AREA,,
67431,KS,KS NONMETROPOLITAN AREA,,
67432,KS,KS NONMETROPOLITAN AREA,,
67436,KS,KS NONMETROPOLITAN AREA,,
67437,KS,KS NONMETROPOLITAN AREA,,
67438,KS,KS NONMETROPOLITAN AREA,,
67439,KS,KS NONMETROPOLITAN AREA,,
67441,KS,KS NONMETROPOLITAN AREA,,
67442,KS,KS NONMETROPOLITAN AREA,,
67443,KS,KS NONMETROPOLITAN AREA,,
67444,KS,KS NONMETROPOLITAN AREA,,
67445,KS,KS NONMETROPOLITAN AREA,,
67446,KS,KS NONMETROPOLITAN AREA,,
67447,KS,KS NONMETROPOLITAN AREA,,
67448,KS,KS NONMETROPOLITAN AREA,,
67449,KS,KS NONMETROPOLITAN AREA,,
67450,KS,KS NONMETROPOLITAN AREA,,
67451,KS,KS NONMETROPOLITAN AREA,,
67452,KS,KS NONMETROPOLITAN AREA,,
67454,KS,KS NONMETROPOLITAN AREA,,
67455,KS,KS NONMETROPOLITAN AREA,,
